#q	Energy	Moment
0.000000	0.0000000	4.1919177
0.020833	-0.0979609	4.1929995
0.041667	-0.3156519	4.1933336
0.0625	-0.5006893	4.1948157
0.083333	-0.6557942	4.1927976
0.104167	-1.0149845	4.1932995
0.125	-0.8870910	4.1958972
0.145833	-0.3102098	4.2061897
0.166667	0.1986432	4.2165547
0.1875	1.4993474	4.2248083
0.208333	3.4395191	4.2321018
0.229167	6.2531764	4.2427512
0.25	9.9131076	4.2506439
0.270833	14.2506024	4.2605691
0.291667	19.9677145	4.2670696
0.3125	26.7787242	4.2750263
0.333333	33.4183020	4.2835477
0.354167	39.2551442	4.2921032
0.375	44.7953822	4.2992186
0.395833	49.6689412	4.3057180
0.416667	53.6798994	4.3102927
0.4375	57.4296283	4.3135524
0.458333	60.3113139	4.3179288
0.479167	62.0474002	4.3193901
0.5	62.6215605	4.3216342
