#q	Energy	Moment
0.000000	0.0000000	4.1900805
0.020833	-0.0952400	4.1889543
0.041667	-0.2503449	4.1927524
0.0625	-0.5306221	4.1970756
0.083333	-0.5442277	4.2003297
0.104167	-0.7836879	4.2070882
0.125	-0.7265440	4.2159112
0.145833	-0.2884407	4.2229070
0.166667	0.8136205	4.2310686
0.1875	2.4299766	4.2397959
0.208333	4.6477045	4.2470572
0.229167	7.6681683	4.2534076
0.25	11.8832119	4.2626824
0.270833	17.1404515	4.2690446
0.291667	23.0616488	4.2751172
0.3125	29.6767364	4.2817670
0.333333	36.4578137	4.2907961
0.354167	42.5722120	4.2990847
0.375	48.0634693	4.3064394
0.395833	52.9288650	4.3127870
0.416667	57.0051304	4.3179944
0.4375	60.3820635	4.3211187
0.458333	63.5140938	4.3235657
0.479167	65.3998429	4.3262316
0.5	65.8297827	4.3284636
