#q	Energy	Moment
0.000000	0.0000000	4.3774667
0.020833	0.0081633	4.3749011
0.041667	-0.4408244	4.3805823
0.0625	-0.9143026	4.3855589
0.083333	-1.2898198	4.3885263
0.104167	-1.8884702	4.3846337
0.125	-3.0966556	4.3836815
0.145833	-3.9674201	4.3865851
0.166667	-4.5279745	4.3905236
0.1875	-5.3089413	4.3937472
0.208333	-5.5429592	4.3998529
0.229167	-4.7919250	4.4068962
0.25	-3.2163859	4.4104364
0.270833	-1.2054644	4.4129408
0.291667	1.7143172	4.4212498
0.3125	5.1919322	4.4332005
0.333333	9.0396220	4.4436716
0.354167	12.3757379	4.4528833
0.375	15.6683154	4.4604915
0.395833	18.6751734	4.4687913
0.416667	21.0833811	4.4737595
0.4375	23.0235528	4.4783009
0.458333	24.8140619	4.4810113
0.479167	26.3923224	4.4835506
0.5	26.8086566	4.4862206
