#q	Energy	Moment
0.000000	0.0000000	4.1885303
0.020833	-0.1795951	4.1878141
0.041667	-0.3564691	4.1891845
0.0625	-0.6204196	4.1960765
0.083333	-0.6013716	4.1991798
0.104167	-0.6966114	4.2060258
0.125	-0.7401496	4.2144609
0.145833	-0.0952398	4.2213507
0.166667	1.1401570	4.2277207
0.1875	2.6395045	4.2376279
0.208333	4.9307029	4.2446648
0.229167	7.9511667	4.2514049
0.25	12.2723347	4.2601407
0.270833	17.4969206	4.2665212
0.291667	23.6167611	4.2722950
0.3125	30.0522536	4.2790782
0.333333	37.0265316	4.2885434
0.354167	43.1790257	4.2963134
0.375	48.7410330	4.3037302
0.395833	53.5547269	4.3101378
0.416667	57.7017420	4.3150812
0.4375	61.1167709	4.3182140
0.458333	64.1726094	4.3209256
0.479167	66.1753673	4.3236685
0.5	66.5889803	4.3261649
