#q	Energy	Moment
0.000000	0.0000000	4.1697235
0.020833	-0.1469416	4.1693010
0.041667	-0.2340179	4.1744216
0.0625	-0.1741530	4.1781039
0.083333	-0.0027212	4.1858738
0.104167	0.2421812	4.1918315
0.125	0.7156593	4.1965717
0.145833	1.5374433	4.2051134
0.166667	3.2327124	4.2118701
0.1875	5.2926143	4.2196680
0.208333	8.0545699	4.2268973
0.229167	11.6845686	4.2342592
0.25	16.3268310	4.2412409
0.270833	22.3242202	4.2452821
0.291667	28.6807999	4.2506854
0.3125	35.5407900	4.2587727
0.333333	42.8797006	4.2674139
0.354167	49.2607703	4.2748829
0.375	55.1112180	4.2798384
0.395833	60.1262763	4.2875108
0.416667	64.3494833	4.2925753
0.4375	67.8842422	4.2962531
0.458333	71.0162727	4.2985957
0.479167	72.9918193	4.3003698
0.5   73.3401249  4.3032006
