# q	Energy	Moment
0.000000	0.0000000	4.0959176
0.020833	0.0000000	4.0965309
0.041667	-0.0897977	4.0982109
0.0625	0.1442203	4.0980385
0.083333	0.2612293	4.0992883
0.104167	0.5415065	4.1057088
0.125	1.2353968	4.1063868
0.145833	2.0218059	4.1144793
0.166667	3.6680947	4.1246505
0.1875	6.0164371	4.1385052
0.208333	8.5579806	4.1435198
0.229167	11.7743663	4.1534276
0.25	16.1390724	4.1627612
0.270833	20.8411997	4.1699305
0.291667	26.9038963	4.1780649
0.3125	33.5353109	4.1880107
0.333333	40.5721750	4.1974220
0.354167	47.3097139	4.2046982
0.375	53.7288797	4.2142843
0.395833	59.7153844	4.2202467
0.416667	64.9943931	4.2275722
0.4375	68.8203139	4.2325715
0.458333	71.2584539	4.2367121
0.479167	73.0326363	4.2388064
0.5	73.7482956	4.2394507
