# q	Energy	Moment
0.000000	0.0000000	4.4804354
0.020833	-0.0680286	4.4856142
0.041667	-0.4081707	4.4843069
0.0625	-0.6748423	4.4853861
0.083333	-1.2816563	4.4885803
0.104167	-1.8939124	4.4884711
0.125	-2.8354263	4.4865044
0.145833	-3.4449614	4.4856629
0.166667	-4.8844436	4.4822316
0.1875	-6.1388885	4.4836343
0.208333	-7.3770064	4.4863764
0.229167	-8.9253343	4.4889827
0.25	-10.1307988	4.4902045
0.270833	-10.7757086	4.4973858
0.291667	-9.9729727	4.5039468
0.3125	-8.6885953	4.5100874
0.333333	-6.8817594	4.5163082
0.354167	-5.0068950	4.5256322
0.375	-3.3116256	4.5335236
0.395833	-2.0544596	4.5403386
0.416667	-0.5932082	4.5479355
0.4375	0.2639505	4.5529735
0.458333	1.3115886	4.5569440
0.479167	1.7252017	4.5607019
0.5	1.7959514	4.5617479
