#q	Energy	Moment
0.000000	0.0000000	4.2124790
0.020833	-0.0680284	4.2103377
0.041667	-0.1251723	4.2131217
0.0625	-0.4081707	4.2087398
0.083333	-0.6176984	4.2096895
0.104167	-0.9605619	4.2118417
0.125	-1.1020610	4.2115162
0.145833	-0.5823235	4.2175219
0.166667	-0.3782382	4.2255457
0.1875	0.5034107	4.2380056
0.208333	2.2966410	4.2416077
0.229167	4.7238966	4.2554907
0.25	8.0028683	4.2631835
0.270833	12.3240363	4.2715290
0.291667	17.6683524	4.2785386
0.3125	24.2643921	4.2863065
0.333333	30.6971636	4.2960369
0.354167	36.3135935	4.3041542
0.375	41.6796785	4.3116168
0.395833	46.4389497	4.3186705
0.416667	50.2567070	4.3240470
0.4375	53.9193596	4.3263211
0.458333	56.6976420	4.3307062
0.479167	58.5806697	4.3328456
0.5	59.0731958	4.3348715
